feature,route,page,page_file,screen_level,archetype,body_grade,official_density_score,visual_density_risk_score,visual_density_priority,tokenized_fixed_height_refs,tokenized_gap_refs,spacer_refs,manual_content_refs,bottom_inset_refs,root_top_chrome_refs,detail_top_chrome_refs,scroll_refs,grid_or_wrap_refs,root_causes,recommendation,source_files,unresolved_source_files
dca,AppRoutePaths.dcaBacktester,DCABacktesterPage,flutter_app/lib/features/dca/presentation/pages/research/dca_backtester_page.dart,L2_detail,detail,A,4,5,PASS_MONITOR,0,0,0,0,0,0,1,1,2,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/dca/presentation/pages/research/dca_backtester_page.dart;flutter_app/lib/features/dca/presentation/widgets/research/dca_backtester_analysis.dart;flutter_app/lib/features/dca/presentation/widgets/research/dca_backtester_common.dart;flutter_app/lib/features/dca/presentation/widgets/research/dca_backtester_results.dart;flutter_app/lib/features/dca/presentation/widgets/research/dca_backtester_setup.dart;flutter_app/lib/features/dca/presentation/widgets/research/dca_backtester_tabs.dart,
dca,'/dca/rebalance/:configId/edit',DCARebalanceConfigPage,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page.dart,L3_transactionFlow,detail,A,0,5,PASS_MONITOR,0,1,0,0,1,0,1,1,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page.dart;flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page_allocation_strategy.dart;flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page_common.dart;flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page_settings_and_preview.dart,
dca,AppRoutePaths.dcaRebalanceConfig,DCARebalanceConfigPage,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page.dart,L2_detail,detail,A,0,5,PASS_MONITOR,0,1,0,0,1,0,1,1,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page.dart;flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page_allocation_strategy.dart;flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page_common.dart;flutter_app/lib/features/dca/presentation/pages/portfolio/dca_rebalance_config_page_settings_and_preview.dart,
earn_staking,AppRoutePaths.earnStakingTaxGuide,StakingTaxGuidePage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_tax_guide_page.dart,L2_utilityDetail,detail,A,2,5,PASS_MONITOR,0,0,0,0,0,0,3,1,1,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_tax_guide_page.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_tax_guide_calculator.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_tax_guide_common.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_tax_guide_header.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_tax_guide_jurisdictions.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_tax_guide_overview.dart,
earn_staking,AppRoutePaths.earnStakingWithdrawalPolicy,StakingWithdrawalPolicyPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_withdrawal_policy_page.dart,L3_transactionFlow,detail,A,2,5,PASS_MONITOR,0,0,0,0,0,0,3,2,2,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_withdrawal_policy_page.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_withdrawal_policy_calculator.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_withdrawal_policy_common.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_withdrawal_policy_emergency.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_withdrawal_policy_penalties.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_withdrawal_policy_timeline.dart,
launchpad,AppRoutePaths.launchpadPerformance,LaunchpadPerformancePage,flutter_app/lib/features/launchpad/presentation/pages/hub/launchpad_performance_page.dart,L2_detail,detail,A,0,5,PASS_MONITOR,0,0,0,0,2,0,1,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/launchpad/presentation/pages/hub/launchpad_performance_page.dart;flutter_app/lib/features/launchpad/presentation/widgets/hub/launchpad_performance_chart_common.dart;flutter_app/lib/features/launchpad/presentation/widgets/hub/launchpad_performance_overview.dart;flutter_app/lib/features/launchpad/presentation/widgets/hub/launchpad_performance_projects.dart,
launchpad,AppRoutePaths.launchpadPortfolio,LaunchpadPortfolioPage,flutter_app/lib/features/launchpad/presentation/pages/hub/launchpad_portfolio_page.dart,L2_utilityDetail,detail,A,4,5,PASS_MONITOR,0,0,0,0,0,0,1,1,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/launchpad/presentation/pages/hub/launchpad_portfolio_page.dart;flutter_app/lib/features/launchpad/presentation/widgets/hub/launchpad_portfolio_empty_disclaimer_common.dart;flutter_app/lib/features/launchpad/presentation/widgets/hub/launchpad_portfolio_hero_tabs.dart;flutter_app/lib/features/launchpad/presentation/widgets/hub/launchpad_portfolio_subscription.dart,
markets,AppRoutePaths.marketsCompare,ComparisonToolPage,flutter_app/lib/features/markets/presentation/pages/tools/comparison_tool_page.dart,L2_detail,detail,A,1,5,PASS_MONITOR,1,0,0,0,0,0,1,2,2,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/markets/presentation/pages/tools/comparison_tool_page.dart;flutter_app/lib/features/markets/presentation/widgets/tools/comparison_tool_common.dart;flutter_app/lib/features/markets/presentation/widgets/tools/comparison_tool_content.dart;flutter_app/lib/features/markets/presentation/widgets/tools/comparison_tool_tokens.dart,
onboarding,AppRoutePaths.onboarding,OnboardingFlowPage,flutter_app/lib/features/onboarding/presentation/pages/onboarding_flow_page.dart,L2_detail,detail,A,0,5,PASS_MONITOR,1,0,0,0,0,0,2,2,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/onboarding/presentation/pages/onboarding_flow_page.dart;flutter_app/lib/features/onboarding/presentation/pages/onboarding_flow_page_state.dart;flutter_app/lib/features/onboarding/presentation/widgets/onboarding_shared_components.dart;flutter_app/lib/features/onboarding/presentation/widgets/onboarding_step_screens.dart,
p2p_account,AppRoutePaths.p2pPaymentMethodHistory,P2PPaymentMethodHistoryPage,flutter_app/lib/features/p2p_account/presentation/pages/payment/p2p_payment_method_history_page.dart,L3_transactionFlow,detail,A,4,5,PASS_MONITOR,0,0,0,0,0,0,1,1,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/p2p_account/presentation/pages/payment/p2p_payment_method_history_page.dart,
p2p_account,'/p2p/payment-method/verification/:methodId',P2PPaymentMethodVerificationPage,flutter_app/lib/features/p2p_account/presentation/pages/payment/p2p_payment_method_verification_page.dart,L3_transactionFlow,detail,A,0,5,PASS_MONITOR,0,1,0,0,0,0,3,1,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/p2p_account/presentation/pages/payment/p2p_payment_method_verification_page.dart;flutter_app/lib/features/p2p_account/presentation/widgets/payment/p2p_payment_method_verification_flow.dart;flutter_app/lib/features/p2p_account/presentation/widgets/payment/p2p_payment_method_verification_methods.dart,
p2p_security,AppRoutePaths.p2pContributionHistory,P2PContributionHistoryPage,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_contribution_history_page.dart,L2_utilityDetail,detail,A,0,5,PASS_MONITOR,0,1,0,0,0,0,3,1,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_contribution_history_page.dart,
predictions,'/markets/predictions/advanced-chart/:eventId',PredictionAdvancedChartPage,flutter_app/lib/features/predictions/presentation/pages/event/prediction_advanced_chart_page.dart,L2_entityDetail,detail,A,0,5,PASS_MONITOR,0,0,0,0,2,0,1,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/predictions/presentation/pages/event/prediction_advanced_chart_page.dart;flutter_app/lib/features/predictions/presentation/widgets/event/prediction_advanced_chart_analysis.dart;flutter_app/lib/features/predictions/presentation/widgets/event/prediction_advanced_chart_indicators.dart;flutter_app/lib/features/predictions/presentation/widgets/event/prediction_advanced_chart_overview.dart;flutter_app/lib/features/predictions/presentation/widgets/event/prediction_advanced_chart_overview_painters.dart;flutter_app/lib/features/predictions/presentation/widgets/event/prediction_advanced_chart_painter_utils.dart;flutter_app/lib/features/predictions/presentation/widgets/hub/prediction_enum_tab_bar.dart,
predictions,AppRoutePaths.marketsPredictionsEventCalendar,PredictionEventCalendarPage,flutter_app/lib/features/predictions/presentation/pages/social/prediction_event_calendar_page.dart,L2_utilityDetail,detail,A,0,5,PASS_MONITOR,0,0,0,0,2,0,1,1,1,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/predictions/presentation/pages/social/prediction_event_calendar_page.dart;flutter_app/lib/features/predictions/presentation/widgets/hub/prediction_enum_tab_bar.dart;flutter_app/lib/features/predictions/presentation/widgets/social/prediction_event_calendar_controls.dart;flutter_app/lib/features/predictions/presentation/widgets/social/prediction_event_calendar_events.dart;flutter_app/lib/features/predictions/presentation/widgets/social/prediction_event_calendar_notifications.dart,
predictions,AppRoutePaths.marketsPredictionsMarketMaker,PredictionMarketMakerPage,flutter_app/lib/features/predictions/presentation/pages/portfolio/prediction_market_maker_page.dart,L2_detail,detail,A,0,5,PASS_MONITOR,0,0,0,0,2,0,1,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/predictions/presentation/pages/portfolio/prediction_market_maker_page.dart;flutter_app/lib/features/predictions/presentation/widgets/hub/prediction_enum_tab_bar.dart;flutter_app/lib/features/predictions/presentation/widgets/portfolio/prediction_market_maker_earnings.dart;flutter_app/lib/features/predictions/presentation/widgets/portfolio/prediction_market_maker_positions.dart;flutter_app/lib/features/predictions/presentation/widgets/portfolio/prediction_market_maker_provide.dart;flutter_app/lib/features/predictions/presentation/widgets/portfolio/prediction_market_maker_returns.dart,
predictions,'/markets/predictions/receipt/:receiptId',PredictionOrderReceiptPage,flutter_app/lib/features/predictions/presentation/pages/event/prediction_order_receipt_page.dart,L3_transactionFlow,detail,A,0,5,PASS_MONITOR,0,0,0,0,2,0,1,2,1,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/predictions/presentation/pages/event/prediction_order_receipt_page.dart;flutter_app/lib/features/predictions/presentation/widgets/event/prediction_order_receipt_page_common.dart;flutter_app/lib/features/predictions/presentation/widgets/event/prediction_order_receipt_page_sections.dart,
predictions,AppRoutePaths.marketsPredictionsPortfolioAnalyzer,PredictionPortfolioAnalyzerPage,flutter_app/lib/features/predictions/presentation/pages/portfolio/prediction_portfolio_analyzer_page.dart,L2_utilityDetail,detail,A,0,5,PASS_MONITOR,0,0,0,0,2,0,1,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/predictions/presentation/pages/portfolio/prediction_portfolio_analyzer_page.dart;flutter_app/lib/features/predictions/presentation/widgets/hub/prediction_enum_tab_bar.dart;flutter_app/lib/features/predictions/presentation/widgets/portfolio/prediction_portfolio_analyzer_overview.dart;flutter_app/lib/features/predictions/presentation/widgets/portfolio/prediction_portfolio_analyzer_performance.dart;flutter_app/lib/features/predictions/presentation/widgets/portfolio/prediction_portfolio_analyzer_risk.dart,
predictions,AppRoutePaths.marketsPredictionsRiskCalculator,PredictionRiskCalculatorPage,flutter_app/lib/features/predictions/presentation/pages/portfolio/prediction_risk_calculator_page.dart,L2_utilityDetail,detail,A,0,5,PASS_MONITOR,0,0,0,0,2,0,1,1,1,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/predictions/presentation/pages/portfolio/prediction_risk_calculator_page.dart;flutter_app/lib/features/predictions/presentation/widgets/hub/prediction_enum_tab_bar.dart;flutter_app/lib/features/predictions/presentation/widgets/portfolio/prediction_risk_calculator_analysis.dart;flutter_app/lib/features/predictions/presentation/widgets/portfolio/prediction_risk_calculator_form.dart;flutter_app/lib/features/predictions/presentation/widgets/portfolio/prediction_risk_calculator_scenarios_guide.dart,
predictions,AppRoutePaths.marketsPredictionsSocial,PredictionSocialPage,flutter_app/lib/features/predictions/presentation/pages/social/prediction_social_page.dart,L2_detail,detail,A,0,5,PASS_MONITOR,0,0,0,0,2,0,1,1,1,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/predictions/presentation/pages/social/prediction_social_page.dart;flutter_app/lib/features/predictions/presentation/widgets/hub/prediction_enum_tab_bar.dart;flutter_app/lib/features/predictions/presentation/widgets/social/prediction_social_analysis_share.dart;flutter_app/lib/features/predictions/presentation/widgets/social/prediction_social_comment_list.dart;flutter_app/lib/features/predictions/presentation/widgets/social/prediction_social_header_comments.dart;flutter_app/lib/features/predictions/presentation/widgets/social/prediction_social_support_widgets.dart,
predictions,AppRoutePaths.marketsPredictionsBreaking,PredictionsBreakingPage,flutter_app/lib/features/predictions/presentation/pages/hub/predictions_breaking_page.dart,L2_detail,detail,A,0,5,PASS_MONITOR,0,0,0,0,2,0,1,2,2,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/predictions/presentation/pages/hub/predictions_breaking_page.dart;flutter_app/lib/features/predictions/presentation/widgets/hub/predictions_breaking_page_common.dart;flutter_app/lib/features/predictions/presentation/widgets/hub/predictions_breaking_page_sections.dart;flutter_app/lib/features/predictions/presentation/widgets/predictions_time_remaining.dart,
predictions,AppRoutePaths.marketsPredictionsRewards,PredictionsRewardsPage,flutter_app/lib/features/predictions/presentation/pages/hub/predictions_rewards_page.dart,L2_detail,detail,A,0,5,PASS_MONITOR,0,0,0,0,2,0,1,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/predictions/presentation/pages/hub/predictions_rewards_page.dart;flutter_app/lib/features/predictions/presentation/widgets/hub/predictions_rewards_arena_common.dart;flutter_app/lib/features/predictions/presentation/widgets/hub/predictions_rewards_hero_filters.dart;flutter_app/lib/features/predictions/presentation/widgets/hub/predictions_rewards_table.dart,
profile,AppRoutePaths.profileApi,ApiManagementPage,flutter_app/lib/features/profile/presentation/pages/api_management_page.dart,L2_utilityDetail,detail,A,0,5,PASS_MONITOR,0,0,0,0,2,0,1,1,1,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/profile/presentation/pages/api_management_page.dart;flutter_app/lib/features/profile/presentation/widgets/api_management_docs.dart;flutter_app/lib/features/profile/presentation/widgets/api_management_key_controls.dart;flutter_app/lib/features/profile/presentation/widgets/api_management_keys.dart,
